entity_type,entity_id,resource,identifier
drug,DB08938,KEGG Drug,D04832
drug,DB08938,Wikipedia,Magaldrate
drug,DB08938,ChEMBL,CHEMBL3833350
drug,DB08938,RxCUI,29151
drug,DB08941,PubChem Compound,11779629
drug,DB08941,PubChem Substance,310264908
drug,DB08941,ChemSpider,9954311
drug,DB08941,Wikipedia,Isoxsuprine
drug,DB08941,ZINC,ZINC000009302317
drug,DB08941,RxCUI,6066
drug,DB08942,ChEBI,76163
drug,DB08942,PubChem Compound,54677972
drug,DB08942,PubChem Substance,310264909
drug,DB08942,KEGG Drug,D04639
drug,DB08942,ChemSpider,10442695
drug,DB08942,PharmGKB,PA166049183
drug,DB08942,PDB,ICD
drug,DB08942,Wikipedia,Isoxicam
drug,DB08942,ChEMBL,CHEMBL53292
drug,DB08942,ZINC,ZINC000049538599
drug,DB08943,ChEBI,83667
drug,DB08943,PubChem Compound,3760
drug,DB08943,PubChem Substance,310264910
drug,DB08943,KEGG Drug,D04624
drug,DB08943,ChemSpider,3629
drug,DB08943,BindingDB,31771
drug,DB08943,Wikipedia,Isoconazole
drug,DB08943,ChEMBL,CHEMBL1571863
drug,DB08943,RxCUI,27901
drug,DB08944,PubChem Compound,12162152
drug,DB08944,PubChem Substance,310264911
drug,DB08944,KEGG Drug,D08088
drug,DB08944,ChemSpider,64873333
drug,DB08944,Wikipedia,Isoaminile
drug,DB08944,RxCUI,27866
drug,DB08945,ChEBI,31716
drug,DB08945,ChemSpider,3609
drug,DB08945,Wikipedia,Iotroxic_acid
drug,DB08945,ChEMBL,CHEMBL1651905
drug,DB08946,Drugs Product Database (DPD),6499
drug,DB08946,ChEBI,5951
drug,DB08946,PubChem Compound,3735
drug,DB08946,PubChem Substance,310264912
drug,DB08946,KEGG Compound,C08217
drug,DB08946,ChemSpider,3604
drug,DB08946,Wikipedia,Iopanoic_acid
drug,DB08946,ChEMBL,CHEMBL867
drug,DB08946,RxCUI,5967
drug,DB08947,Drugs Product Database (DPD),8042
drug,DB08947,Drugs Product Database (DPD),7218
drug,DB08947,ChEBI,31711
drug,DB08947,PubChem Compound,65492
drug,DB08947,PubChem Substance,310264913
drug,DB08947,KEGG Drug,D01797
drug,DB08947,ChemSpider,58940
drug,DB08947,Wikipedia,Iopamidol
drug,DB08947,ChEMBL,CHEMBL1200932
drug,DB08947,ZINC,ZINC000003830947
drug,DB08947,RxCUI,5966
drug,DB08948,ChEBI,31703
drug,DB08948,PubChem Compound,3723
drug,DB08948,PubChem Substance,310264914
drug,DB08948,KEGG Drug,D01376
drug,DB08948,ChemSpider,3592
drug,DB08948,Wikipedia,Iodamide
drug,DB08948,ChEMBL,CHEMBL1201239
drug,DB08948,ZINC,ZINC000003830933
drug,DB08948,RxCUI,5928
drug,DB08949,Drugs Product Database (DPD),5019
drug,DB08949,Drugs Product Database (DPD),4959
drug,DB08949,ChEBI,31699
drug,DB08949,PubChem Compound,3720
drug,DB08949,PubChem Substance,347827813
drug,DB08949,KEGG Drug,D01813
drug,DB08949,ChemSpider,16736141
drug,DB08949,Wikipedia,Inositol_nicotinate
drug,DB08949,ChEMBL,CHEMBL1094982
drug,DB08949,ZINC,ZINC000150338506
drug,DB08949,RxCUI,27604
drug,DB08950,ChEBI,135470
drug,DB08950,PubChem Compound,33625
drug,DB08950,PubChem Substance,310264915
drug,DB08950,KEGG Drug,D04531
drug,DB08950,ChemSpider,31014
drug,DB08950,BindingDB,50033113
drug,DB08950,Wikipedia,Indoramin
drug,DB08950,ChEMBL,CHEMBL279516
drug,DB08950,ZINC,ZINC000000001567
drug,DB08950,RxCUI,5784
drug,DB08951,ChEBI,76162
drug,DB08951,PubChem Compound,3718
drug,DB08951,PubChem Substance,310264916
drug,DB08951,KEGG Drug,D04530
drug,DB08951,ChemSpider,3587
drug,DB08951,BindingDB,50233673
drug,DB08951,Wikipedia,Indoprofen
drug,DB08951,ChEMBL,CHEMBL15870
drug,DB08952,PubChem Compound,71955
drug,DB08952,PubChem Substance,310264917
drug,DB08952,KEGG Drug,D08078
drug,DB08952,ChemSpider,64962
drug,DB08952,Wikipedia,Indenolol
drug,DB08952,ChEMBL,CHEMBL153585
drug,DB08953,ChEBI,134939
drug,DB08953,PubChem Compound,44668
drug,DB08953,PubChem Substance,310264918
drug,DB08953,ChemSpider,40643
drug,DB08953,BindingDB,50029150
drug,DB08953,Wikipedia,Indalpine
drug,DB08953,ChEMBL,CHEMBL276520
drug,DB08953,ZINC,ZINC000004674528
drug,DB08954,ChEBI,93829
drug,DB08954,PubChem Compound,3689
drug,DB08954,PubChem Substance,310264919
drug,DB08954,KEGG Drug,D08064
drug,DB08954,ChemSpider,3561
drug,DB08954,BindingDB,50083351
drug,DB08954,Wikipedia,Ifenprodil
drug,DB08954,ChEMBL,CHEMBL305187
drug,DB08954,RxCUI,27403
drug,DB08955,ChEBI,76160
drug,DB08955,PubChem Compound,68704
drug,DB08955,PubChem Substance,310264920
drug,DB08955,KEGG Drug,D07268
drug,DB08955,ChemSpider,61955
drug,DB08955,BindingDB,50012894
drug,DB08955,Wikipedia,Ibuproxam
drug,DB08955,ChEMBL,CHEMBL292707
drug,DB08956,ChEBI,86384
drug,DB08956,PubChem Compound,257630
drug,DB08956,PubChem Substance,310264921
drug,DB08956,ChemSpider,226020
drug,DB08956,Wikipedia,Hydroxydione
drug,DB08956,ZINC,ZINC000004900230
drug,DB08957,PubChem Compound,3609
drug,DB08957,PubChem Substance,310264922
drug,DB08957,ChemSpider,3483
drug,DB08957,BindingDB,50239967
drug,DB08957,Wikipedia,Hexoprenaline
drug,DB08957,ChEMBL,CHEMBL1589896
drug,DB08957,RxCUI,5307
drug,DB08958,Drugs Product Database (DPD),7094
drug,DB08958,ChEBI,94339
drug,DB08958,PubChem Compound,3607
drug,DB08958,PubChem Substance,310264923
drug,DB08958,KEGG Drug,D07068
drug,DB08958,ChemSpider,3481
drug,DB08958,Wikipedia,Hexetidine
drug,DB08958,ChEMBL,CHEMBL144673
drug,DB08958,RxCUI,5301
drug,DB08962,ChEBI,135545
drug,DB08962,PubChem Compound,12818200
drug,DB08962,PubChem Substance,310264926
drug,DB08962,KEGG Drug,D02427
drug,DB08962,ChemSpider,16735831
drug,DB08962,Wikipedia,Glibornuride
drug,DB08962,ChEMBL,CHEMBL529888
drug,DB08962,ZINC,ZINC000002012812
drug,DB08962,RxCUI,102846
drug,DB08963,ChEBI,31653
drug,DB08963,KEGG Drug,D01351
drug,DB08963,ChemSpider,3355
drug,DB08963,Wikipedia,Glafenine
drug,DB08963,ChEMBL,CHEMBL146095
drug,DB08964,ChEBI,135626
drug,DB08964,PubChem Compound,5282237
drug,DB08964,PubChem Substance,310264927
drug,DB08964,KEGG Drug,D02073
drug,DB08964,ChemSpider,4445416
drug,DB08964,Wikipedia,Gemeprost
drug,DB08964,ChEMBL,CHEMBL1908315
drug,DB08964,ZINC,ZINC000004216393
drug,DB08964,RxCUI,12449
drug,DB08965,PubChem Compound,3084092
drug,DB08965,PubChem Substance,310264928
drug,DB08965,ChemSpider,2341206
drug,DB08965,Wikipedia,Fusafungine
drug,DB08965,RxCUI,25437
drug,DB08966,ChEBI,135636
drug,DB08966,PubChem Compound,3002119
drug,DB08966,PubChem Substance,310264929
drug,DB08966,ChemSpider,2273321
drug,DB08966,Wikipedia,Fursultiamine
drug,DB08966,ChEMBL,CHEMBL1740659
drug,DB08966,RxCUI,4604
drug,DB08967,ChEBI,135616
drug,DB08967,PubChem Compound,3089
drug,DB08967,PubChem Substance,310264930
drug,DB08967,ChemSpider,2979
drug,DB08967,Wikipedia,Dimetotiazine
drug,DB08967,ChEMBL,CHEMBL346977
drug,DB08967,RxCUI,50138
drug,DB08968,ChEBI,135639
drug,DB08968,PubChem Compound,3407
drug,DB08968,PubChem Substance,310264931
drug,DB08968,ChemSpider,3290
drug,DB08968,ChEMBL,CHEMBL1697837
drug,DB08968,ZINC,ZINC000000607900
drug,DB08968,RxCUI,183875
drug,DB08969,ChEBI,134824
drug,DB08969,PubChem Compound,9528
drug,DB08969,PubChem Substance,310264932
drug,DB08969,ChemSpider,9155
drug,DB08969,Wikipedia,Flurothyl
drug,DB08969,ChEMBL,CHEMBL477874
drug,DB08969,ZINC,ZINC000001482071
drug,DB08971,ChEBI,135581
drug,DB08971,PubChem Compound,9053
drug,DB08971,PubChem Substance,310264934
drug,DB08971,ChemSpider,8701
drug,DB08971,Wikipedia,Fluocortolone
drug,DB08971,ChEMBL,CHEMBL251634
drug,DB08971,ZINC,ZINC000004213353
drug,DB08971,RxCUI,4463
drug,DB08972,ChEBI,85269
drug,DB08972,PubChem Compound,3374
drug,DB08972,PubChem Substance,310264935
drug,DB08972,ChemSpider,3257
drug,DB08972,Wikipedia,Flumequine
drug,DB08972,ChEMBL,CHEMBL370252
drug,DB08972,RxCUI,25112
drug,DB08973,ChEBI,135787
drug,DB08973,PubChem Compound,20054914
drug,DB08973,PubChem Substance,310264936
drug,DB08973,ChemSpider,16735814
drug,DB08973,Wikipedia,Fluclorolone_acetonide
drug,DB08973,ChEMBL,CHEMBL461332
drug,DB08973,ZINC,ZINC000004213332
drug,DB08973,RxCUI,103447
drug,DB08974,ChEBI,77095
drug,DB08974,PubChem Compound,35802
drug,DB08974,PubChem Substance,310264937
drug,DB08974,KEGG Drug,D04200
drug,DB08974,ChemSpider,32932
drug,DB08974,Wikipedia,Flubendazole
drug,DB08974,ChEMBL,CHEMBL1454946
drug,DB08974,ZINC,ZINC000003830847
drug,DB08974,RxCUI,25096
drug,DB08975,ChEBI,135279
drug,DB08975,PubChem Compound,10617
drug,DB08975,PubChem Substance,347827815
drug,DB08975,ChemSpider,10172
drug,DB08975,Wikipedia,Florantyrone
drug,DB08975,ChEMBL,CHEMBL2106357
drug,DB08975,ZINC,ZINC000002036732
drug,DB08976,Drugs Product Database (DPD),2009
drug,DB08976,ChEBI,31612
drug,DB08976,PubChem Compound,76958517
drug,DB08976,PubChem Substance,310264938
drug,DB08976,ChemSpider,3243
drug,DB08976,Wikipedia,Floctafenine
drug,DB08976,ChEMBL,CHEMBL2105075
drug,DB08976,RxCUI,4444
drug,DB08978,ChEBI,135781
drug,DB08978,PubChem Compound,10347880
drug,DB08978,PubChem Substance,310264939
drug,DB08978,KEGG Drug,D07951
drug,DB08978,ChemSpider,32701605
drug,DB08978,Wikipedia,Fentonium
drug,DB08978,ChEMBL,CHEMBL3989849
drug,DB08978,ZINC,ZINC000100368269
drug,DB08980,ChEBI,94434
drug,DB08980,PubChem Compound,3336
drug,DB08980,PubChem Substance,310264941
drug,DB08980,KEGG Drug,D07185
drug,DB08980,ChemSpider,3219
drug,DB08980,BindingDB,61401
drug,DB08980,Wikipedia,Fendiline
drug,DB08980,ChEMBL,CHEMBL254832
drug,DB08980,RxCUI,4327
drug,DB08981,ChEBI,31599
drug,DB08981,PubChem Compound,3335
drug,DB08981,PubChem Substance,310264942
drug,DB08981,KEGG Drug,D01344
drug,DB08981,ChemSpider,3218
drug,DB08981,BindingDB,50240374
drug,DB08981,PharmGKB,PA166049176
drug,DB08981,Wikipedia,Fenbufen
drug,DB08981,ChEMBL,CHEMBL277522
drug,DB08981,ZINC,ZINC000000001427
drug,DB08981,RxCUI,24830
drug,DB08985,ChEBI,91518
drug,DB08985,PubChem Compound,3306
drug,DB08985,PubChem Substance,310264946
drug,DB08985,KEGG Drug,D07931
drug,DB08985,ChemSpider,3190
drug,DB08985,BindingDB,97154
drug,DB08985,Wikipedia,Etilefrine
drug,DB08985,ChEMBL,CHEMBL86882
drug,DB08985,RxCUI,4169
drug,DB08986,ChEBI,135272
drug,DB08986,PubChem Compound,30768
drug,DB08986,PubChem Substance,310264947
drug,DB08986,KEGG Drug,D07320
drug,DB08986,ChemSpider,28547
drug,DB08986,Wikipedia,Etifoxine
drug,DB08986,ChEMBL,CHEMBL2106227
drug,DB08986,RxCUI,24441
drug,DB08987,ChEBI,4904
drug,DB08987,PubChem Compound,37497
drug,DB08987,PubChem Substance,310264948
drug,DB08987,KEGG Compound,C07530
drug,DB08987,KEGG Drug,D04095
drug,DB08987,ChemSpider,34400
drug,DB08987,BindingDB,50225497
drug,DB08987,Wikipedia,Etidocaine
drug,DB08987,ChEMBL,CHEMBL492
drug,DB08987,RxCUI,4171
drug,DB08988,Drugs Product Database (DPD),9385
drug,DB08988,ChEBI,135074
drug,DB08988,PubChem Compound,6469
drug,DB08988,PubChem Substance,310264949
drug,DB08988,KEGG Drug,D01435
drug,DB08988,ChemSpider,6225
drug,DB08988,Wikipedia,Ethoheptazine
drug,DB08988,ChEMBL,CHEMBL170797
drug,DB08988,RxCUI,24484
drug,DB08989,ChEBI,92675
drug,DB08989,PubChem Compound,9363
drug,DB08989,PubChem Substance,310264950
drug,DB08989,KEGG Drug,D04080
drug,DB08989,ChemSpider,8996
drug,DB08989,PDB,2DL
drug,DB08989,Wikipedia,Etamivan
drug,DB08989,ChEMBL,CHEMBL1229908
drug,DB08989,ZINC,ZINC000000000266
drug,DB08989,RxCUI,24453
drug,DB08990,ChEBI,82716
drug,DB08990,PubChem Compound,3245
drug,DB08990,PubChem Substance,310264951
drug,DB08990,KEGG Drug,D07902
drug,DB08990,ChemSpider,3132
drug,DB08990,Wikipedia,Eprazinone
drug,DB08990,ChEMBL,CHEMBL1885437
drug,DB08990,RxCUI,24272
drug,DB08994,ChEBI,135383
drug,DB08994,PubChem Compound,29088
drug,DB08994,PubChem Substance,310264955
drug,DB08994,KEGG Drug,D07138
drug,DB08994,ChemSpider,27061
drug,DB08994,Wikipedia,Ditazole
drug,DB08994,ChEMBL,CHEMBL2104306
drug,DB08995,ChEBI,4631
drug,DB08995,PubChem Compound,5281613
drug,DB08995,PubChem Substance,310264956
drug,DB08995,KEGG Compound,C10039
drug,DB08995,KEGG Drug,D07858
drug,DB08995,ChemSpider,4444932
drug,DB08995,BindingDB,153267
drug,DB08995,Wikipedia,Diosmin
drug,DB08995,ChEMBL,CHEMBL231884
drug,DB08995,ZINC,ZINC000004098512
drug,DB08995,RxCUI,3489
drug,DB08996,ChEBI,135233
drug,DB08996,PubChem Compound,94280
drug,DB08996,PubChem Substance,310264957
drug,DB08996,KEGG Compound,C12959
drug,DB08996,KEGG Drug,D02565
drug,DB08996,ChemSpider,85085
drug,DB08996,Wikipedia,Dimetacrine
drug,DB08996,ChEMBL,CHEMBL1328913
drug,DB08996,ZINC,ZINC000001482035
drug,DB08997,ChEBI,135531
drug,DB08997,PubChem Compound,30843
drug,DB08997,PubChem Substance,310264958
drug,DB08997,ChemSpider,28615
drug,DB08997,BindingDB,50228206
drug,DB08997,Wikipedia,Dexetimide
drug,DB08997,ChEMBL,CHEMBL1908364
drug,DB08997,ZINC,ZINC000006927490
drug,DB08997,RxCUI,3267
drug,DB08999,ChEBI,134766
drug,DB08999,PubChem Compound,7608
drug,DB08999,PubChem Substance,310264960
drug,DB08999,KEGG Drug,D07370
drug,DB08999,ChemSpider,7326
drug,DB08999,BindingDB,81456
drug,DB08999,Wikipedia,Cyclopentamine
drug,DB08999,ChEMBL,CHEMBL329203
drug,DB08999,RxCUI,59094
drug,DB09004,ChEBI,94381
drug,DB09004,PubChem Compound,26937
drug,DB09004,PubChem Substance,310264964
drug,DB09004,KEGG Drug,D07716
drug,DB09004,ChemSpider,25085
drug,DB09004,Wikipedia,Clobutinol
drug,DB09004,ChEMBL,CHEMBL1474889
drug,DB09004,RxCUI,21247
drug,DB09007,ChEBI,135288
drug,DB09007,PubChem Compound,6475
drug,DB09007,PubChem Substance,310264966
drug,DB09007,KEGG Drug,D07198
drug,DB09007,ChemSpider,6230
drug,DB09007,BindingDB,429534
drug,DB09007,Wikipedia,Chlorphenoxamine
drug,DB09007,ChEMBL,CHEMBL2110774
drug,DB09007,RxCUI,20881
drug,DB09008,ChEBI,3537
drug,DB09008,PubChem Compound,5773
drug,DB09008,PubChem Substance,310264967
drug,DB09008,KEGG Compound,C11754
drug,DB09008,KEGG Drug,D01075
drug,DB09008,ChemSpider,5569
drug,DB09008,BindingDB,50103624
drug,DB09008,Wikipedia,Cephaloridine
drug,DB09008,ChEMBL,CHEMBL316157
drug,DB09008,RxCUI,2233
drug,DB09009,Drugs Product Database (DPD),308
drug,DB09009,ChEBI,91834
drug,DB09009,PubChem Compound,32170
drug,DB09009,PubChem Substance,310264968
drug,DB09009,KEGG Drug,D07468
drug,DB09009,ChemSpider,29837
drug,DB09009,BindingDB,50225496
drug,DB09009,Wikipedia,Articaine
drug,DB09009,ChEMBL,CHEMBL1093
drug,DB09009,RxCUI,592464
drug,DB09010,ChEBI,31360
drug,DB09010,PubChem Compound,2577
drug,DB09010,PubChem Substance,310264969
drug,DB09010,KEGG Drug,D01784
drug,DB09010,ChemSpider,2479
drug,DB09010,BindingDB,50431275
drug,DB09010,Wikipedia,Carmofur
drug,DB09010,ChEMBL,CHEMBL460499
drug,DB09010,ZINC,ZINC000001542916
drug,DB09012,PubChem Compound,5360410
drug,DB09012,PubChem Substance,310264970
drug,DB09012,KEGG Drug,D01864
drug,DB09012,ChemSpider,4514501
drug,DB09012,Wikipedia,Carbazochrome
drug,DB09012,ChEMBL,CHEMBL2051960
drug,DB09012,RxCUI,2011
drug,DB09015,ChEBI,50156
drug,DB09015,PubChem Compound,656615
drug,DB09015,PubChem Substance,310264973
drug,DB09015,ChemSpider,570976
drug,DB09015,Wikipedia,Potassium_canrenoate
drug,DB09015,ChEMBL,CHEMBL1616951
drug,DB09015,ZINC,ZINC000003938750
drug,DB09015,RxCUI,618970
drug,DB09016,PubChem Compound,21772
drug,DB09016,PubChem Substance,347910390
drug,DB09016,KEGG Drug,D07601
drug,DB09016,Wikipedia,Butriptyline
drug,DB09016,ChEMBL,CHEMBL2110816
drug,DB09016,RxCUI,19895
drug,DB09017,ChEBI,31308
drug,DB09017,PubChem Compound,2451
drug,DB09017,PubChem Substance,310264974
drug,DB09017,KEGG Drug,D01744
drug,DB09017,ChemSpider,2357
drug,DB09017,BindingDB,50011875
drug,DB09017,Wikipedia,Brotizolam
drug,DB09017,ChEMBL,CHEMBL32479
drug,DB09017,ZINC,ZINC000002570830
drug,DB09017,RxCUI,19790
drug,DB09019,ChEBI,77032
drug,DB09019,PubChem Compound,2442
drug,DB09019,PubChem Substance,310264976
drug,DB09019,KEGG Drug,D07542
drug,DB09019,ChemSpider,2348
drug,DB09019,BindingDB,50239965
drug,DB09019,Wikipedia,Bromhexine
drug,DB09019,ChEMBL,CHEMBL253376
drug,DB09019,ZINC,ZINC000000608220
drug,DB09019,RxCUI,1753
drug,DB09020,Drugs Product Database (DPD),10193
drug,DB09020,ChEBI,3125
drug,DB09020,PubChem Compound,2391
drug,DB09020,PubChem Substance,310264977
drug,DB09020,KEGG Drug,D00245
drug,DB09020,ChemSpider,2299
drug,DB09020,BindingDB,61400
drug,DB09020,Wikipedia,Bisacodyl
drug,DB09020,ChEMBL,CHEMBL942
drug,DB09020,ZINC,ZINC000003830321
drug,DB09020,RxCUI,1596
drug,DB09022,ChEBI,93826
drug,DB09022,PubChem Compound,2318
drug,DB09022,PubChem Substance,310264978
drug,DB09022,KEGG Drug,D07192
drug,DB09022,ChemSpider,2228
drug,DB09022,Wikipedia,Benfluorex
drug,DB09022,ChEMBL,CHEMBL400599
drug,DB09022,RxCUI,18880
drug,DB09023,ChEBI,94775
drug,DB09023,PubChem Compound,9330
drug,DB09023,PubChem Substance,310264979
drug,DB09023,KEGG Drug,D07498
drug,DB09023,ChemSpider,8966
drug,DB09023,BindingDB,50144504
drug,DB09023,Wikipedia,Benactyzine
drug,DB09023,ChEMBL,CHEMBL70352
drug,DB09023,ZINC,ZINC000001734034
drug,DB09023,RxCUI,1361
drug,DB09026,Drugs Product Database (DPD),20175
drug,DB09026,ChEBI,601027
drug,DB09026,PubChem Compound,5493444
drug,DB09026,PubChem Substance,310264980
drug,DB09026,KEGG Drug,D03208
drug,DB09026,ChemSpider,4591452
drug,DB09026,BindingDB,17950
drug,DB09026,PharmGKB,PA143487910
drug,DB09026,PDB,C41
drug,DB09026,Wikipedia,Aliskiren
drug,DB09026,ChEMBL,CHEMBL1639
drug,DB09026,ZINC,ZINC000004393164
drug,DB09026,RxCUI,325646
drug,DB09027,Drugs Product Database (DPD),22523
drug,DB09027,ChEBI,85089
drug,DB09027,PubChem Compound,67505836
drug,DB09027,PubChem Substance,310264981
drug,DB09027,KEGG Drug,D10442
drug,DB09027,ChemSpider,29271894
drug,DB09027,BindingDB,50505966
drug,DB09027,PharmGKB,PA166128166
drug,DB09027,Wikipedia,Ledipasvir
drug,DB09027,ChEMBL,CHEMBL2374220
drug,DB09027,ZINC,ZINC000150338819
drug,DB09027,RxCUI,1591922
drug,DB09029,Drugs Product Database (DPD),22582
drug,DB09029,PubChem Substance,347910391
drug,DB09029,KEGG Drug,D09967
drug,DB09029,Wikipedia,Secukinumab
drug,DB09029,ChEMBL,CHEMBL1743068
drug,DB09029,RxCUI,1599788
drug,DB09030,Drugs Product Database (DPD),22713
drug,DB09030,ChEBI,82702
drug,DB09030,PubChem Compound,10077130
drug,DB09030,PubChem Substance,310264983
drug,DB09030,KEGG Drug,D09765
drug,DB09030,ChemSpider,8252668
drug,DB09030,BindingDB,50261110
drug,DB09030,PDB,VPX
drug,DB09030,Wikipedia,Vorapaxar
drug,DB09030,ChEMBL,CHEMBL493982
drug,DB09030,ZINC,ZINC000003925861
drug,DB09030,RxCUI,1537034
drug,DB09031,ChEBI,75283
drug,DB09031,PubChem Compound,3599
drug,DB09031,PubChem Substance,310264984
drug,DB09031,KEGG Drug,D02494
drug,DB09031,ChemSpider,3473
drug,DB09031,BindingDB,50034220
drug,DB09031,Wikipedia,Miltefosine
drug,DB09031,ChEMBL,CHEMBL125
drug,DB09031,RxCUI,1494066
drug,DB09033,Drugs Product Database (DPD),22569
drug,DB09033,PubChem Substance,347910392
drug,DB09033,KEGG Drug,D08083
drug,DB09033,Wikipedia,Vedolizumab
drug,DB09033,ChEMBL,CHEMBL1743087
