reaction_id,drugbank_id,sequence,left_element_id,left_element_name,right_element_id,right_element_name,enzymes
1104,DB00673,1,DB00673,Aprepitant,DBMET00475,"(2R)-2-(4-fluorophenyl)-2-{[(5-oxo-2,5-dihydro-1H-1,2,4-triazol-3-yl)methyl]amino}acetic acid",BE0002638|Cytochrome P450 3A4|P08684||BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261
1105,DB00673,1,DB00673,Aprepitant,DBMET01589,"(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261
1106,DB00673,1,DB00673,Aprepitant,DBMET01590,"5-oxo-1,4-dihydro-1,2,4-triazole-3-carbaldehyde",BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261
1107,DB00673,1,DB00673,Aprepitant,DBMET01591,"1-[3,5-bis(trifluoromethyl)phenyl]ethanone",BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261
1108,DB00673,1,DB00673,Aprepitant,DBMET01592,"5-{[(2S,3S)-3-(4-fluorophenyl)-2-hydroxymorpholin-4-yl]methyl}-2,4-dihydro-1,2,4-triazol-3-one",BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261
1109,DB00674,1,DB00674,Galantamine,DBMET03138,O-desmethyl-galantamine,BE0002363|Cytochrome P450 2D6|P10635
1110,DB00674,1,DB00674,Galantamine,DBMET03139,Galantamine N-oxide,BE0002638|Cytochrome P450 3A4|P08684
1111,DB00674,1,DB00674,Galantamine,DBMET03140,Galantamine glucuronide,
1112,DB00674,1,DB00674,Galantamine,DBMET03146,N-desmethyl-galantamine,
1113,DB00674,1,DB00674,Galantamine,DBMET03147,Sulfate conjugate of galantamine,
1114,DB00674,1,DB00674,Galantamine,DBMET03148,Galantaminone,
1115,DB00674,2,DBMET03138,O-desmethyl-galantamine,DBMET03141,O-desmethyl-galantamine glucuronide,
1116,DB00674,2,DBMET03138,O-desmethyl-galantamine,DBMET03142,Sulfate conjugate of O-desmethyl-galantamine,
1117,DB00674,2,DBMET03148,Galantaminone,DBMET03149,O-desmethyl-galantaminone,
1118,DB00674,2,DBMET03148,Galantaminone,DBMET03150,Epigalantamine,
1119,DB00674,3,DBMET03150,Epigalantamine,DBMET03151,N-desmethyl-epigalantamine,
1120,DB00674,3,DBMET03150,Epigalantamine,DBMET03153,Sulfate conjugate of epigalantamine,
1121,DB00674,3,DBMET03150,Epigalantamine,DBMET03154,Epigalantamine N-oxide,
1122,DB00674,3,DBMET03150,Epigalantamine,DBMET03156,O-desmethyl-epigalantamine,
1123,DB00674,4,DBMET03156,O-desmethyl-epigalantamine,DBMET03157,O-desmethyl-epigalantamine glucuronide,
1124,DB00675,1,DB00675,Tamoxifen,DBMET00029,N-Desmethyltamoxifen,BE0002363|Cytochrome P450 2D6|P10635||BE0003543|Cytochrome P450 1A1|P04798||BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684||BE0001111|Cytochrome P450 1B1|Q16678||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0002362|Cytochrome P450 3A5|P20815
1125,DB00675,1,DB00675,Tamoxifen,DBMET02703,α-hydroxytamoxifen,
1126,DB00675,1,DB00675,Tamoxifen,DBMET00032,Tamoxifen N-oxide,BE0003609|Flavin-containing monooxygenase 1|Q01740||BE0003606|Flavin-containing monooxygenase 3|P31513
1127,DB00675,1,DB00675,Tamoxifen,DBMET00030,4-Hydroxytamoxifen,BE0002363|Cytochrome P450 2D6|P10635||BE0003549|Cytochrome P450 2B6|P20813||BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
1128,DB00675,2,DBMET00029,N-Desmethyltamoxifen,DBMET02699,N-desmethyltamoxifen Sulfate,
1129,DB00675,2,DBMET00029,N-Desmethyltamoxifen,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),BE0002363|Cytochrome P450 2D6|P10635
1130,DB00675,2,DBMET02703,α-hydroxytamoxifen,DBMET02705,α-hydroxytamoxifen Glucuronide,
1131,DB00675,2,DBMET02703,α-hydroxytamoxifen,DBMET02704,α-tamoxifen Sulfate,BE0009673|Sulfotransferase 1A2|P50226
1132,DB00675,2,DBMET00030,4-Hydroxytamoxifen,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1133,DB00675,2,DBMET00030,4-Hydroxytamoxifen,DBMET00737,4-hydroxytamoxifen sulfate,BE0000927|Sulfotransferase 1A1|P50225||BE0000951|Sulfotransferase 1E1|P49888
1134,DB00675,2,DBMET00030,4-Hydroxytamoxifen,DBMET02702,Tamoxifen Glucuronides,BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
1135,DB00675,2,DBMET00029,N-Desmethyltamoxifen,DBMET02714,"N,N-didesmethyltamoxifen",BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1136,DB00675,3,DBMET00737,4-hydroxytamoxifen sulfate,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),BE0000927|Sulfotransferase 1A1|P50225||BE0000951|Sulfotransferase 1E1|P49888
1137,DB00675,3,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02702,Tamoxifen Glucuronides,BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
1138,DB00675,3,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02700,4-endoxifen Sulfate,BE0000886|Sulfotransferase 2A1|Q06520
1139,DB00675,3,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET00737,4-hydroxytamoxifen sulfate,BE0000927|Sulfotransferase 1A1|P50225||BE0000951|Sulfotransferase 1E1|P49888
1140,DB00675,3,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02702,Tamoxifen Glucuronides,BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
1141,DB00675,3,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02700,4-endoxifen Sulfate,BE0000886|Sulfotransferase 2A1|Q06520
1142,DB00675,3,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET00737,4-hydroxytamoxifen sulfate,BE0000927|Sulfotransferase 1A1|P50225||BE0000951|Sulfotransferase 1E1|P49888
1143,DB00675,3,DBMET02714,"N,N-didesmethyltamoxifen",DBMET02715,Tamoxifen Metabolite Y,
1144,DB00675,3,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02719,"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)",
1145,DB00675,3,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02719,"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)",
1146,DB00675,4,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02702,Tamoxifen Glucuronides,BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
1147,DB00675,4,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02700,4-endoxifen Sulfate,BE0000886|Sulfotransferase 2A1|Q06520
1148,DB00675,4,DBMET02715,Tamoxifen Metabolite Y,DBMET02716,Tamoxifen Metabolite E,
1149,DB00675,4,DBMET01044,Endoxifen (4-hydroxy-N-desmethyltamoxifen),DBMET02719,"Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)",
1150,DB00675,5,DBMET02716,Tamoxifen Metabolite E,DBMET02717,Tamoxifen Metabolite E Glucuronide,
1151,DB00675,5,DBMET02716,Tamoxifen Metabolite E,DBMET02718,Tamoxifen Metabolite E Sulfate Conjugate,BE0000927|Sulfotransferase 1A1|P50225||BE0000951|Sulfotransferase 1E1|P49888
1152,DB00678,1,DB00678,Losartan,DBMET00009,Losartan carboxaldehyde,BE0002793|Cytochrome P450 2C9|P11712||BE0002638|Cytochrome P450 3A4|P08684
1153,DB00678,1,DB00678,Losartan,DBMET00010,Losartan N2-glucuronide,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003677|UDP-glucuronosyltransferase 1A3|P35503||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0003680|UDP-glucuronosyltransferase 2B17|O75795
1154,DB00678,1,DB00678,Losartan,DBMET00303,Losartan carboxylic acid,BE0002793|Cytochrome P450 2C9|P11712||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1155,DB00678,2,DBMET00009,Losartan carboxaldehyde,DBMET00303,Losartan carboxylic acid,BE0002793|Cytochrome P450 2C9|P11712||BE0002638|Cytochrome P450 3A4|P08684
1156,DB00679,1,DB00679,Thioridazine,DBMET01842,Thioridazine 2-sulfoxide,BE0002363|Cytochrome P450 2D6|P10635||BE0002638|Cytochrome P450 3A4|P08684
1157,DB00679,1,DB00679,Thioridazine,DBMET01843,N-desmethylthioridazine,BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684
1158,DB00679,1,DB00679,Thioridazine,DBMET01844,Thioridazine 5-sulfoxide,BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684
1159,DB00682,1,DB00682,Warfarin,DBMET00043,S-6-Hydroxywarfarin,BE0002793|Cytochrome P450 2C9|P11712
1160,DB00682,1,DB00682,Warfarin,DBMET00044,S-4'-Hydroxywarfarin,BE0003611|Cytochrome P450 2C18|P33260||BE0003536|Cytochrome P450 2C19|P33261
1161,DB00682,1,DB00682,Warfarin,DBMET00045,R-4'-Hydroxywarfarin,BE0003611|Cytochrome P450 2C18|P33260||BE0002887|Cytochrome P450 2C8|P10632||BE0003536|Cytochrome P450 2C19|P33261
1162,DB00682,1,DB00682,Warfarin,DBMET00046,R-6-Hydroxywarfarin,BE0003536|Cytochrome P450 2C19|P33261||BE0002433|Cytochrome P450 1A2|P05177
1163,DB00682,1,DB00682,Warfarin,DBMET02560,R-10(R)-Hydroxywarfarin,BE0002638|Cytochrome P450 3A4|P08684
1164,DB00682,1,DB00682,Warfarin,DBMET00047,R-10(S)-Hydroxywarfarin,BE0002638|Cytochrome P450 3A4|P08684
1165,DB00682,1,DB00682,Warfarin,DBMET00048,R-8-Hydroxywarfarin,BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261
1166,DB00682,1,DB00682,Warfarin,DBMET00049,R-7-Hydroxywarfarin,BE0002433|Cytochrome P450 1A2|P05177||BE0002887|Cytochrome P450 2C8|P10632
1167,DB00682,1,DB00682,Warfarin,DBMET01042,S-7-Hydroxywarfarin,BE0002793|Cytochrome P450 2C9|P11712
1168,DB00682,1,DB00682,Warfarin,DBMET02558,(R)9-hydroxywarfarin,
1169,DB00682,1,DB00682,Warfarin,DBMET02559,(S)9-hydroxywarfarin,
1170,DB00682,1,DB00682,Warfarin,DBMET02561,R-Warfarin-R-Alcohol,
1171,DB00682,1,DB00682,Warfarin,DBMET02556,R-Warfarin-S-Alcohol,
1172,DB00682,1,DB00682,Warfarin,DBMET02562,S-Warfarin-R-Alcohol,
1173,DB00682,1,DB00682,Warfarin,DBMET02557,S-Warfarin-S-Alcohol,
1174,DB00682,2,DBMET00046,R-6-Hydroxywarfarin,DBMET02547,R-6-Hydroxywarfarin sulfate,
1175,DB00682,2,DBMET00049,R-7-Hydroxywarfarin,DBMET02551,R-7-Hydroxywarfarin glucuronide,
1176,DB00682,2,DBMET00049,R-7-Hydroxywarfarin,DBMET02553,R-7-Hydroxywarfarin sulfate,
1177,DB00682,2,DBMET00045,R-4'-Hydroxywarfarin,DBMET02555,R-4'-Hydroxywarfarin glucuronide,
1178,DB00682,2,DBMET00047,R-10(S)-Hydroxywarfarin,DBMET02563,(E)-dehydrowarfarin,
1179,DB00682,2,DBMET00047,R-10(S)-Hydroxywarfarin,DBMET02564,(Z)-dehydrowarfarin,
1180,DB00682,2,DBMET02560,R-10(R)-Hydroxywarfarin,DBMET02563,(E)-dehydrowarfarin,
1181,DB00682,2,DBMET02560,R-10(R)-Hydroxywarfarin,DBMET02564,(Z)-dehydrowarfarin,
1182,DB00683,1,DB00683,Midazolam,DBMET00444,1-hydroxymidazolam,BE0002638|Cytochrome P450 3A4|P08684
1183,DB00683,1,DB00683,Midazolam,DBMET00446,4-hydroxymidazolam,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1184,DB00683,1,DB00683,Midazolam,DBMET03620,Midazolam-N-glucuronide,BE0003679|UDP-glucuronosyltransferase 2B7|P16662
1185,DB00683,2,DBMET00444,1-hydroxymidazolam,DBMET03615,"1,4-dihydroxymidazolam",BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1186,DB00683,2,DBMET00446,4-hydroxymidazolam,DBMET03615,"1,4-dihydroxymidazolam",BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1187,DB00683,2,DBMET00444,1-hydroxymidazolam,DBMET03616,1-hydroxymidazolam-O-glucuronide,BE0003681|UDP-glucuronosyltransferase 2B4|P06133||BE0003679|UDP-glucuronosyltransferase 2B7|P16662
1188,DB00683,2,DBMET00444,1-hydroxymidazolam,DBMET03617,1-hydroxymidazolam-N-glucuronide,BE0003544|UDP-glucuronosyltransferase 1A4|P22310
1189,DB00683,2,DBMET00446,4-hydroxymidazolam,DBMET03618,4-hydroxymidazolam-O-glucuronide,BE0003681|UDP-glucuronosyltransferase 2B4|P06133||BE0003679|UDP-glucuronosyltransferase 2B7|P16662
1190,DB00683,2,DBMET00446,4-hydroxymidazolam,DBMET03619,4-hydroxymidazolam-N-glucuronide,BE0003544|UDP-glucuronosyltransferase 1A4|P22310
1191,DB00685,1,DB00685,Trovafloxacin,DBMET00640,Sulfamate,
1192,DB00687,1,DB00687,Fludrocortisone,DBMET02845,20β-dihydrofluorocortisol,
1193,DB00687,1,DB00687,Fludrocortisone,DBMET02846,6β-hydroxyfluorocortisol,
1194,DB00688,1,DB00688,Mycophenolate mofetil,DB01024,Mycophenolic acid,BE0002705|Liver carboxylesterase 1|P23141||BE0009693|Carboxylic ester hydrolase|Q6IPK9
1195,DB00688,1,DB00688,Mycophenolate mofetil,DBMET00916,Mycophenolic acid glucuronide,BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0004695|UDP-glucuronosyltransferase 1A7|Q9HAW7||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8
1196,DB00688,1,DB00688,Mycophenolate mofetil,DBMET02607,Mycophenolic acyl-glucuronide (AcMPAG),BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0004695|UDP-glucuronosyltransferase 1A7|Q9HAW7||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8
1197,DB00688,1,DB00688,Mycophenolate mofetil,DBMET00918,N-(2-carboxymethyl)-morpholine,BE0009693|Carboxylic ester hydrolase|Q6IPK9
1198,DB00688,1,DB00688,Mycophenolate mofetil,DBMET00919,N-(2-hydroxyethyl)-morpholine,BE0009693|Carboxylic ester hydrolase|Q6IPK9
1199,DB00688,1,DB00688,Mycophenolate mofetil,DBMET00920,N-(2-hydroxyethyl)-morpholine N-oxide,BE0009693|Carboxylic ester hydrolase|Q6IPK9
1200,DB00688,2,DB01024,Mycophenolic acid,DBMET02606,6-O-desmethyl-MPA (DM-MPA),BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0002887|Cytochrome P450 2C8|P10632
1201,DB00688,2,DB01024,Mycophenolic acid,DBMET02610,7-O-MPA glucoside,BE0003538|UDP-glucuronosyltransferase 1A9|O60656
1202,DB00690,1,DB00690,Flurazepam,DBMET00882,Hydroxyethylflurazepam,
1203,DB00690,1,DB00690,Flurazepam,DBMET00933,Norflurazepam,
1204,DB00691,1,DB00691,Moexipril,DBMET01140,Moexiprilat,
1205,DB00694,1,DB00694,Daunorubicin,DBMET03404,Daunorubicinol,BE0009802|Aldo-keto reductase family|Q96JD6||BE0003074|Carbonyl reductase [NADPH] 1|P16152||BE0004771|Carbonyl reductase [NADPH] 3|O75828
1206,DB00694,1,DB00694,Daunorubicin,DBMET03411,Deoxydaunorubicin aglycone,
1207,DB00694,2,DBMET03404,Daunorubicinol,DBMET03405,Daunorubicinol aglycone,
1208,DB00694,2,DBMET03404,Daunorubicinol,DBMET03406,Deoxydaunorubicinol aglycone,
1209,DB00694,2,DBMET03411,Deoxydaunorubicin aglycone,DBMET03406,Deoxydaunorubicinol aglycone,
1210,DB00694,3,DBMET03406,Deoxydaunorubicinol aglycone,DBMET03407,Demethyl deoxydaunorubicinol aglycone,
1211,DB00694,3,DBMET03406,Deoxydaunorubicinol aglycone,DBMET03408,Deoxydaunorubicinol aglycone-13-O-β-glucuronide,
1212,DB00694,3,DBMET03406,Deoxydaunorubicinol aglycone,DBMET03406,Deoxydaunorubicinol aglycone,
1213,DB00694,3,DBMET03406,Deoxydaunorubicinol aglycone,DBMET03408,Deoxydaunorubicinol aglycone-13-O-β-glucuronide,
1214,DB00694,3,DBMET03406,Deoxydaunorubicinol aglycone,DBMET03407,Demethyl deoxydaunorubicinol aglycone,
1215,DB00694,4,DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03409,Demethyl deoxydaunorubicinol aglycone-4-O-sulfate,
1216,DB00694,4,DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03410,Demethyl deoxydaunorubicinol aglycone-4-O-β-glucuronide,
1217,DB00694,4,DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03409,Demethyl deoxydaunorubicinol aglycone-4-O-sulfate,
1218,DB00694,4,DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03410,Demethyl deoxydaunorubicinol aglycone-4-O-β-glucuronide,
1219,DB00695,1,DB00695,Furosemide,DBMET00729,4-chloro-5-sulfamoylanthranilic acid,
1220,DB00695,1,DB00695,Furosemide,DBMET02949,Furosemide glucuronide,BE0009758|UDP-glucuronosyltransferases (UGTs)|P22309||BE0003541|UDP-glucuronosyltransferase 1A1|P22309
1221,DB00697,1,DB00697,Tizanidine,DBMET00273,"5-chloro-4-(guanidino)-2,1,3-benzothiadiazole",BE0002433|Cytochrome P450 1A2|P05177
1222,DB00697,1,DB00697,Tizanidine,DBMET02429,"5-chloro-4-(2- imidazolin-4-on-2-ylamino)-2,1,3-benzothiazdiazole",BE0002433|Cytochrome P450 1A2|P05177
1223,DB00698,1,DB00698,Nitrofurantoin,DBMET00798,Aminofurantoin,
1224,DB00699,1,DB00699,Nicergoline,DBMET00320,"10-alpha-methoxy-9,10-dihydrolysergol",BE0002363|Cytochrome P450 2D6|P10635
1225,DB00700,1,DB00700,Eplerenone,DBMET01654,6beta-hydroxyeplerenone,BE0002638|Cytochrome P450 3A4|P08684
1226,DB00700,1,DB00700,Eplerenone,DBMET01655,21-hydroxyeplerenone,BE0002638|Cytochrome P450 3A4|P08684
1227,DB00702,1,DB00702,Icodextrin,DBMET00495,Maltose,
1228,DB00702,1,DB00702,Icodextrin,DBMET00523,Maltotriose,
1229,DB00702,1,DB00702,Icodextrin,DBMET00525,Maltotetraose,
1230,DB00704,1,DB00704,Naltrexone,DBMET00760,6-beta-naltrexol,
1231,DB00705,1,DB00705,Delavirdine,DBMET00360,N-desalkyl delavirdine,BE0002638|Cytochrome P450 3A4|P08684
1232,DB00706,1,DB00706,Tamsulosin,DBMET02488,Tamsulosin M-1 Metabolite,BE0002638|Cytochrome P450 3A4|P08684
1233,DB00706,1,DB00706,Tamsulosin,DBMET02489,Tamsulosin AM-1 Metabolite,BE0002638|Cytochrome P450 3A4|P08684
1234,DB00706,1,DB00706,Tamsulosin,DBMET02490,Tamsulosin M-3 Metabolite,BE0002363|Cytochrome P450 2D6|P10635
1235,DB00706,1,DB00706,Tamsulosin,DBMET02491,Tamsulosin M-4 Metabolite,BE0002363|Cytochrome P450 2D6|P10635
1236,DB00706,1,DB00706,Tamsulosin,DBMET02492,Tamsulosin M-2 Metabolite,
1237,DB00706,2,DBMET02492,Tamsulosin M-2 Metabolite,DBMET02493,Tamsulosin M-2-Glu Metabolite,
1238,DB00706,2,DBMET02491,Tamsulosin M-4 Metabolite,DBMET02494,Tamsulosin M-4-Glu Metabolite,
1239,DB00706,2,DBMET02488,Tamsulosin M-1 Metabolite,DBMET02495,Tamsulosin M-1-Glu Metabolite,
1240,DB00706,2,DBMET02488,Tamsulosin M-1 Metabolite,DBMET02496,Tamsulosin M-1-Sul Metabolite,
1241,DB00706,2,DBMET02490,Tamsulosin M-3 Metabolite,DBMET02497,Tamsulosin M-3-Glu Metabolite,
1242,DB00706,2,DBMET02490,Tamsulosin M-3 Metabolite,DBMET02498,Tamsulosin M-3-Sul Metabolite,
1243,DB00709,1,DB00709,Lamivudine,DBMET00895,Lamivudine sulfoxide,BE0000927|Sulfotransferase 1A1|P50225
1244,DB00709,1,DB00709,Lamivudine,DBMET00896,Lamivudine-diphosphate-choline,BE0000615|Choline-phosphate cytidylyltransferase A|P49585
1245,DB00709,1,DB00709,Lamivudine,DBMET00897,Lamivudine-diphosphate-ethanolamine,
1246,DB00709,1,DB00709,Lamivudine,DBMET00898,Lamivudine-monophosphate,
1247,DB00709,1,DB00709,Lamivudine,DBMET00899,Lamivudine-triphosphate,
1248,DB00711,1,DB00711,Diethylcarbamazine,DBMET00836,diethylcarbamazine N-oxide,
1249,DB00712,1,DB00712,Flurbiprofen,DBMET00151,4'-Hydroxyflurbiprofen,BE0002793|Cytochrome P450 2C9|P11712
1250,DB00712,1,DB00712,Flurbiprofen,DBMET00152,Flurbiprofen glucuronide,BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003677|UDP-glucuronosyltransferase 1A3|P35503||BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003681|UDP-glucuronosyltransferase 2B4|P06133
1251,DB00714,1,DB00714,Apomorphine,DBMET03128,Apocodeine,BE0002089|Catechol O-methyltransferase|P21964
1252,DB00714,1,DB00714,Apomorphine,DBMET03129,Isoapocodeine,BE0002089|Catechol O-methyltransferase|P21964
1253,DB00714,1,DB00714,Apomorphine,DBMET03130,O-quinone,
1254,DB00714,1,DB00714,Apomorphine,DBMET03131,Apomorphine 10-glucuronide,
1255,DB00714,1,DB00714,Apomorphine,DBMET03132,Apomorphine 11-glucuronide,
1256,DB00714,1,DB00714,Apomorphine,DBMET03133,Norapomorphine,BE0003549|Cytochrome P450 2B6|P20813||BE0002887|Cytochrome P450 2C8|P10632||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1257,DB00715,1,DB00715,Paroxetine,DBMET02679,Paroxetine catechol,BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635||BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261||BE0002362|Cytochrome P450 3A5|P20815
1258,DB00715,2,DBMET02679,Paroxetine catechol,DBMET02680,"Metabolite 1, paroxetine",
1259,DB00715,2,DBMET02679,Paroxetine catechol,DBMET02681,"Metabolite 2, paroxetine",
1260,DB00715,2,DBMET02679,Paroxetine catechol,DBMET02682,"Metabolite 3, paroxetine",
1261,DB00717,1,DB00717,Norethisterone,DBMET02891,5α-dihydronorethisterone,BE0004887|3-oxo-5-alpha-steroid 4-dehydrogenase|P18405
1262,DB00717,1,DB00717,Norethisterone,DBMET02894,5β-dihydronorethisterone,BE0003610|Aldo-keto reductase family 1 member D1|P51857
1263,DB00717,1,DB00717,Norethisterone,DBMET02897,Norethisterone M1 and M2 metabolites,BE0002638|Cytochrome P450 3A4|P08684||BE0003536|Cytochrome P450 2C19|P33261
1264,DB00717,1,DB00717,Norethisterone,DBMET02899,Norethisterone M4 metabolite,BE0002638|Cytochrome P450 3A4|P08684
1265,DB00717,2,DBMET02891,5α-dihydronorethisterone,DBMET02892,"3α,5α-tetrahydronorethisterone",BE0000438|Aldo-keto reductase family 1 member C4|P17516
1266,DB00717,2,DBMET02891,5α-dihydronorethisterone,DBMET02893,"3β,5α-tetrahydronorethisterone",BE0000059|3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2|P26439
1267,DB00717,2,DBMET02894,5β-dihydronorethisterone,DBMET02895,"3α,5β-tetrahydronorethisterone",BE0000438|Aldo-keto reductase family 1 member C4|P17516
1268,DB00717,2,DBMET02894,5β-dihydronorethisterone,DBMET02896,"3β,5β-tetrahydronorethisterone",BE0000059|3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2|P26439
1269,DB00717,2,DBMET02897,Norethisterone M1 and M2 metabolites,DBMET02898,Norethisterone M3 metabolite,BE0002638|Cytochrome P450 3A4|P08684
1270,DB00718,1,DB00718,Adefovir dipivoxil,DBMET01173,Adefovir,
1271,DB00718,2,DBMET01173,Adefovir,DBMET01174,Adefovir monophosphate,"BE0001262|Adenylate kinase isoenzyme 1|P00568||BE0004477|Adenylate kinase 2, mitochondrial|P54819"
1272,DB00718,3,DBMET01174,Adefovir monophosphate,DBMET01175,Adefovir Diphosphate,BE0003106|Nucleoside diphosphate kinase A|P15531||BE0003281|Nucleoside diphosphate kinase B|P22392
1273,DB00721,1,DB00721,Procaine,DBMET03083,"N,N-diethyl-2-aminoethanol",BE0002180|Cholinesterase|P06276
1274,DB00721,1,DB00721,Procaine,DBMET01429,para-aminobenzoic acid,BE0002180|Cholinesterase|P06276
1275,DB00727,1,DB00727,Nitroglycerin,DBMET02594,"1,2-glyceryl dinitrate","BE0000133|Aldehyde dehydrogenase, mitochondrial|P05091"
