reaction_id,drugbank_id,sequence,left_element_id,left_element_name,right_element_id,right_element_name,enzymes
1677,DB00956,3,DBMET02684,6-β-hydromorphol,DBMET02725,6-β-hydromorphol glucuronide conjugate 2,
1678,DB00957,1,DB00957,Norgestimate,DBMET03015,17-desacetylnorgestimate,
1679,DB00957,2,DBMET03015,17-desacetylnorgestimate,DB09389,Norgestrel,
1680,DB00957,3,DB09389,Norgestrel,DBMET03016,Norgestrel Glucuronide Metabolite (Met9),BE0003541|UDP-glucuronosyltransferase 1A1|P22309
1681,DB00959,1,DB00959,Methylprednisolone,DBMET02920,Methylprednisolone M13 Metabolite,
1682,DB00959,1,DB00959,Methylprednisolone,DBMET02923,Methylprednisolone M7 Metabolite,
1683,DB00959,1,DB00959,Methylprednisolone,DBMET02926,Methylprednisolone M4 Metabolite,
1684,DB00959,1,DB00959,Methylprednisolone,DBMET02929,Methylprednisolone M2 Metabolite,BE0009795|20-ketosteroid reductase (20-hydroxysteroid dehydrogenase)|Q04828
1685,DB00959,1,DB00959,Methylprednisolone,DBMET02930,Methylprednisolone M3 Metabolite,BE0009795|20-ketosteroid reductase (20-hydroxysteroid dehydrogenase)|Q04828
1686,DB00959,1,DB00959,Methylprednisolone,DBMET02931,Methylprednisolone M1 Metabolite,BE0009796|11beta-hydroxysteroid dehydrogenase|P28845
1687,DB00959,2,DBMET02920,Methylprednisolone M13 Metabolite,DBMET02921,Methylprednisolone M14 Metabolite,BE0009795|20-ketosteroid reductase (20-hydroxysteroid dehydrogenase)|Q04828
1688,DB00959,2,DBMET02920,Methylprednisolone M13 Metabolite,DBMET02922,Methylprednisolone M15 Metabolite,BE0009796|11beta-hydroxysteroid dehydrogenase|P28845
1689,DB00959,2,DBMET02923,Methylprednisolone M7 Metabolite,DBMET02925,Methylprednisolone M10 Metabolite,BE0009795|20-ketosteroid reductase (20-hydroxysteroid dehydrogenase)|Q04828
1690,DB00959,2,DBMET02923,Methylprednisolone M7 Metabolite,DBMET02924,Methylprednisolone M9 Metabolite,BE0009795|20-ketosteroid reductase (20-hydroxysteroid dehydrogenase)|Q04828
1691,DB00959,2,DBMET02926,Methylprednisolone M4 Metabolite,DBMET02927,Methylprednisolone M5 Metabolite,BE0009795|20-ketosteroid reductase (20-hydroxysteroid dehydrogenase)|Q04828
1692,DB00959,2,DBMET02926,Methylprednisolone M4 Metabolite,DBMET02928,Methylprednisolone M6 Metabolite,BE0009795|20-ketosteroid reductase (20-hydroxysteroid dehydrogenase)|Q04828
1693,DB00959,2,DBMET02931,Methylprednisolone M1 Metabolite,DBMET02932,Methylprednisolone M8 Metabolite,
1694,DB00959,2,DBMET02931,Methylprednisolone M1 Metabolite,DBMET02933,Methylprednisolone M11 Metabolite,BE0009795|20-ketosteroid reductase (20-hydroxysteroid dehydrogenase)|Q04828
1695,DB00959,2,DBMET02931,Methylprednisolone M1 Metabolite,DBMET02934,Methylprednisolone M12 Metabolite,BE0009795|20-ketosteroid reductase (20-hydroxysteroid dehydrogenase)|Q04828
1696,DB00960,1,DB00960,Pindolol,DBMET03286,Pindolol Glucuronide,
1697,DB00960,1,DB00960,Pindolol,DBMET03287,3-Hydroxy Pindolol,
1698,DB00960,2,DBMET03287,3-Hydroxy Pindolol,DBMET03288,Pindolol Sulfate,
1699,DB00960,2,DBMET03287,3-Hydroxy Pindolol,DBMET03289,Pindolol 3-glucuronide,
1700,DB00962,1,DB00962,Zaleplon,DBMET00399,desethylzaleplon,BE0002638|Cytochrome P450 3A4|P08684
1701,DB00968,1,DB00968,Methyldopa,DBMET00703,3-O-methyl-alpha-methyldopa,BE0002089|Catechol O-methyltransferase|P21964
1702,DB00968,1,DB00968,Methyldopa,DBMET00785,Alpha-methyldopamine,BE0002151|Aromatic-L-amino-acid decarboxylase|P20711
1703,DB00968,1,DB00968,Methyldopa,DBMET03313,Alpha-methyldopa-mono-O-sulfate,BE0009567|Sulfotransferase|P50225
1704,DB00968,1,DB00968,Methyldopa,DBMET00637,"3,4-Dihydroxyphenylacetone",
1705,DB00968,2,DBMET00785,Alpha-methyldopamine,DBMET00704,3-O-methyl-alpha-methyldopamine,BE0002089|Catechol O-methyltransferase|P21964
1706,DB00968,2,DBMET00703,3-O-methyl-alpha-methyldopa,DBMET00784,3-O-methyl-alpha-methyldopa sulfate,BE0009567|Sulfotransferase|P50225
1707,DB00968,2,DBMET00785,Alpha-methyldopamine,DBMET03314,Alpha-methylnorepinephrine,BE0000138|Dopamine beta-hydroxylase|P09172
1708,DB00968,2,DBMET00637,"3,4-Dihydroxyphenylacetone",DBMET03316,"3,4-Dihydroxyphenylacetone glucuronide",BE0009758|UDP-glucuronosyltransferases (UGTs)|P22309
1709,DB00968,3,DBMET03314,Alpha-methylnorepinephrine,DBMET03315,Alpha-methylepinephrine,BE0000865|Phenylethanolamine N-methyltransferase|P11086
1710,DB00972,1,DB00972,Azelastine,DBMET00085,Desmethylazelastine,BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635||BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261
1711,DB00973,1,DB00973,Ezetimibe,DBMET02115,Ezetimibe glucuronide,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003677|UDP-glucuronosyltransferase 1A3|P35503||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
1712,DB00973,1,DB00973,Ezetimibe,DBMET02116,SCH 57871,
1713,DB00973,1,DB00973,Ezetimibe,DBMET02118,SCH 488128,BE0003679|UDP-glucuronosyltransferase 2B7|P16662
1714,DB00973,2,DBMET02116,SCH 57871,DBMET02117,SCH 57871-glucuronide,
1715,DB00977,1,DB00977,Ethinylestradiol,DBMET02136,Ethinylestradiol-3-sulfate,BE0000951|Sulfotransferase 1E1|P49888||BE0004767|Sulfotransferase 1A3|P0DMM9
1716,DB00977,1,DB00977,Ethinylestradiol,DBMET03018,Ethinylestradiol-glucuronide,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003677|UDP-glucuronosyltransferase 1A3|P35503||BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0003544|UDP-glucuronosyltransferase 1A4|P22310
1717,DB00977,1,DB00977,Ethinylestradiol,DBMET00366,2-hydroxyethinylestradiol,BE0002638|Cytochrome P450 3A4|P08684||BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712||BE0002433|Cytochrome P450 1A2|P05177||BE0002362|Cytochrome P450 3A5|P20815
1718,DB00977,1,DB00977,Ethinylestradiol,DBMET03023,4-hydroxyethinylestradiol,BE0002638|Cytochrome P450 3A4|P08684||BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712||BE0002433|Cytochrome P450 1A2|P05177||BE0002362|Cytochrome P450 3A5|P20815
1719,DB00977,1,DB00977,Ethinylestradiol,DBMET03025,6-hydroxyethinylestradiol,BE0002638|Cytochrome P450 3A4|P08684||BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712||BE0002433|Cytochrome P450 1A2|P05177||BE0002362|Cytochrome P450 3A5|P20815
1720,DB00977,1,DB00977,Ethinylestradiol,DBMET03029,7-hydroxyethinylestradiol,BE0002638|Cytochrome P450 3A4|P08684||BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712||BE0002433|Cytochrome P450 1A2|P05177||BE0002362|Cytochrome P450 3A5|P20815
1721,DB00977,1,DB00977,Ethinylestradiol,DBMET03031,16α-hydroxyethinylestradiol,BE0002638|Cytochrome P450 3A4|P08684||BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712||BE0002433|Cytochrome P450 1A2|P05177||BE0002362|Cytochrome P450 3A5|P20815
1722,DB00977,2,DBMET00366,2-hydroxyethinylestradiol,DBMET03022,2-methoxyethinylestradiol,BE0002089|Catechol O-methyltransferase|P21964
1723,DB00977,2,DBMET03023,4-hydroxyethinylestradiol,DBMET03024,4-methoxyethinylestradiol,BE0002089|Catechol O-methyltransferase|P21964
1724,DB00977,2,DBMET03025,6-hydroxyethinylestradiol,DBMET03028,6-methoxyethinylestradiol,BE0002089|Catechol O-methyltransferase|P21964
1725,DB00977,2,DBMET03029,7-hydroxyethinylestradiol,DBMET03030,7-methoxyethinylestradiol,BE0002089|Catechol O-methyltransferase|P21964
1726,DB00977,2,DBMET03031,16α-hydroxyethinylestradiol,DBMET03032,16α-methoxyethinylestradiol,BE0002089|Catechol O-methyltransferase|P21964
1727,DB00982,1,DB00982,Isotretinoin,DBMET02548,all-trans-retinoic acid,
1728,DB00982,1,DB00982,Isotretinoin,DBMET02554,4-hydroxy-13-cis-retinoic acid,
1729,DB00982,2,DBMET02548,all-trans-retinoic acid,DBMET02549,4-hydroxy-all-trans-retinoic acid,
1730,DB00982,2,DBMET02554,4-hydroxy-13-cis-retinoic acid,DBMET02552,4-oxo-13-cis-retinoic acid,
1731,DB00982,3,DBMET02549,4-hydroxy-all-trans-retinoic acid,DBMET02550,4-oxo-all-trans-retinoic acid,
1732,DB00982,3,DBMET02552,4-oxo-13-cis-retinoic acid,DBMET02550,4-oxo-all-trans-retinoic acid,
1733,DB00982,4,DBMET02550,4-oxo-all-trans-retinoic acid,DBMET02552,4-oxo-13-cis-retinoic acid,
1734,DB00983,1,DB00983,Formoterol,DBMET02956,O-demethylated formoterol (M1),BE0002363|Cytochrome P450 2D6|P10635||BE0003536|Cytochrome P450 2C19|P33261||BE0002793|Cytochrome P450 2C9|P11712||BE0003336|Cytochrome P450 2A6|P11509
1735,DB00983,1,DB00983,Formoterol,DBMET02959,Formoterol glucuronide 1,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
1736,DB00983,1,DB00983,Formoterol,DBMET02960,Formoterol glucuronide 2,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
1737,DB00983,1,DB00983,Formoterol,DBMET02961,Formoterol deformylated metabolite,
1738,DB00983,1,DB00983,Formoterol,DBMET02963,Formoterol sulfate conjugate,
1739,DB00983,2,DBMET02956,O-demethylated formoterol (M1),DBMET02957,O-demethylated formoterol (M1) glucuronide 1,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
1740,DB00983,2,DBMET02956,O-demethylated formoterol (M1),DBMET02958,O-demethylated formoterol (M1) glucuronide 2,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
1741,DB00983,2,DBMET02961,Formoterol deformylated metabolite,DBMET02962,Deformylated formoterol metabolite sulfate conjugate,
1742,DB00985,1,DB00985,Dimenhydrinate,DB14132,8-chlorotheophylline,
1743,DB00985,1,DB00985,Dimenhydrinate,DB01075,Diphenhydramine,
1744,DB00985,2,DB01075,Diphenhydramine,DBMET00087,Diphenhydramine N-glucuronide,BE0009758|UDP-glucuronosyltransferases (UGTs)|P22309
1745,DB00985,2,DB01075,Diphenhydramine,DBMET00086,N-Desmethyldiphenhydramine,BE0002363|Cytochrome P450 2D6|P10635||BE0002433|Cytochrome P450 1A2|P05177||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
1746,DB00985,3,DBMET00086,N-Desmethyldiphenhydramine,DBMET01200,"N,N-Didesmethyldiphenhydramine",BE0002363|Cytochrome P450 2D6|P10635||BE0002433|Cytochrome P450 1A2|P05177||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
1747,DB00985,4,DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET01201,Diphenylmethoxyacetic acid,
1748,DB00986,1,DB00986,Glycopyrronium,DBMET03354,Glycopyrronium M9 Metabolite,BE0002363|Cytochrome P450 2D6|P10635||BE0002433|Cytochrome P450 1A2|P05177||BE0003549|Cytochrome P450 2B6|P20813||BE0002793|Cytochrome P450 2C9|P11712||BE0003611|Cytochrome P450 2C18|P33260||BE0003536|Cytochrome P450 2C19|P33261||BE0002638|Cytochrome P450 3A4|P08684
1749,DB00988,1,DB00988,Dopamine,DBMET00534,6-Hydroxydopamine,
1750,DB00988,1,DB00988,Dopamine,DBMET00565,Dopamine 4-sulfate,
1751,DB00988,1,DB00988,Dopamine,DBMET00573,Dopamine 3-O-sulfate,
1752,DB00988,1,DB00988,Dopamine,DBMET00587,Dopamine glucuronide,
1753,DB00988,1,DB00988,Dopamine,DBMET00614,Dopamine quinone,
1754,DB00993,1,DB00993,Azathioprine,DBMET00630,6-Mercaptopurine,BE0000807|Glutathione S-transferase Mu 1|P09488||BE0002281|Glutathione S-transferase A1|P08263||BE0002189|Glutathione S-transferase A2|P09210
1755,DB00993,2,DBMET00630,6-Mercaptopurine,DBMET01009,6-thiouric acid,BE0002204|Xanthine dehydrogenase/oxidase|P47989
1756,DB00993,2,DBMET00630,6-Mercaptopurine,DBMET02964,6-methylmercaptopurine,BE0000987|Thiopurine S-methyltransferase|P51580
1757,DB00993,2,DBMET00630,6-Mercaptopurine,DBMET01010,6-Thiosine 5'-monophosphate,BE0000077|Hypoxanthine-guanine phosphoribosyltransferase|P00492
1758,DB00993,3,DBMET01010,6-Thiosine 5'-monophosphate,DBMET02965,6-methylthiosine 5'-monophosphate,BE0000987|Thiopurine S-methyltransferase|P51580
1759,DB00993,3,DBMET01010,6-Thiosine 5'-monophosphate,DBMET00771,6-thioxanthylic acid,BE0000761|Inosine-5'-monophosphate dehydrogenase 1|P20839||BE0000722|Inosine-5'-monophosphate dehydrogenase 2|P12268
1760,DB00993,4,DBMET00771,6-thioxanthylic acid,DBMET02966,6-thioguanine monophosphate,BE0000321|GMP synthase [glutamine-hydrolyzing]|P49915
1761,DB00993,4,DBMET02965,6-methylthiosine 5'-monophosphate,DBMET00769,6-thioinosine triphosphate,BE0004443|Inosine triphosphate pyrophosphatase|Q9BY32
1762,DB00993,5,DBMET02966,6-thioguanine monophosphate,DBMET01007,Thioguanine diphosphate,
1763,DB00993,5,DBMET00769,6-thioinosine triphosphate,DBMET02967,6-methylthioinosine triphosphate,BE0000987|Thiopurine S-methyltransferase|P51580
1764,DB00993,6,DBMET01007,Thioguanine diphosphate,DBMET01008,Thioguanine triphosphate,
1765,DB00997,1,DB00997,Doxorubicin,DBMET00647,Doxorubicinol,BE0003074|Carbonyl reductase [NADPH] 1|P16152||BE0004771|Carbonyl reductase [NADPH] 3|O75828||BE0000592|Aldo-keto reductase family 1 member C3|P42330||BE0004352|Aldo-keto reductase family 1 member A1|P14550
1766,DB00997,1,DB00997,Doxorubicin,DBMET00846,Doxorubicin-semiquinone,"BE0000729|NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial|O75306||BE0000191|NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial|O75489||BE0000307|NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial|O75251||BE0000263|Nitric oxide synthase 3|P29474||BE0000005|Nitric oxide synthase, inducible|P35228||BE0000067|Nitric oxide synthase 1|P29475||BE0002204|Xanthine dehydrogenase/oxidase|P47989||BE0001184|NAD(P)H dehydrogenase [quinone] 1|P15559"
1767,DB00997,1,DB00997,Doxorubicin,DBMET03627,Doxorubicin deoxaglycone,BE0002364|NADPH--cytochrome P450 reductase|P16435||BE0002204|Xanthine dehydrogenase/oxidase|P47989||BE0001184|NAD(P)H dehydrogenase [quinone] 1|P15559
1768,DB00997,1,DB00997,Doxorubicin,DBMET01078,Doxorubicine hydroxyaglycone,
1769,DB00997,2,DBMET01078,Doxorubicine hydroxyaglycone,DBMET01079,Doxirubicinol hydroxyaglycone,BE0003074|Carbonyl reductase [NADPH] 1|P16152||BE0004771|Carbonyl reductase [NADPH] 3|O75828||BE0000592|Aldo-keto reductase family 1 member C3|P42330||BE0004352|Aldo-keto reductase family 1 member A1|P14550
1770,DB00997,2,DBMET03627,Doxorubicin deoxaglycone,DBMET00847,Doxorubicinol deoxaglycone,BE0003074|Carbonyl reductase [NADPH] 1|P16152||BE0004771|Carbonyl reductase [NADPH] 3|O75828||BE0000592|Aldo-keto reductase family 1 member C3|P42330||BE0004352|Aldo-keto reductase family 1 member A1|P14550
1771,DB00997,2,DBMET00647,Doxorubicinol,DBMET00847,Doxorubicinol deoxaglycone,BE0002364|NADPH--cytochrome P450 reductase|P16435||BE0002204|Xanthine dehydrogenase/oxidase|P47989||BE0001184|NAD(P)H dehydrogenase [quinone] 1|P15559
1772,DB00997,2,DBMET00647,Doxorubicinol,DBMET01078,Doxorubicine hydroxyaglycone,
1773,DB00997,3,DBMET00847,Doxorubicinol deoxaglycone,DBMET03628,4-O-demethyl deoxaglycone doxorubicinol,
1774,DB00997,3,DBMET00847,Doxorubicinol deoxaglycone,DBMET03628,4-O-demethyl deoxaglycone doxorubicinol,
1775,DB00997,4,DBMET03628,4-O-demethyl deoxaglycone doxorubicinol,DBMET03629,Demethyldeoxaglycone doxorubicinol 4-O-sulfate,
1776,DB00997,4,DBMET03628,4-O-demethyl deoxaglycone doxorubicinol,DBMET03630,Demethyldeoxaglycone doxorubicinol 4-O-b-glucuronide,
1777,DB00997,4,DBMET03628,4-O-demethyl deoxaglycone doxorubicinol,DBMET03629,Demethyldeoxaglycone doxorubicinol 4-O-sulfate,
1778,DB00997,4,DBMET03628,4-O-demethyl deoxaglycone doxorubicinol,DBMET03630,Demethyldeoxaglycone doxorubicinol 4-O-b-glucuronide,
1779,DB00998,1,DB00998,Frovatriptan,DBMET00830,desmethyl frovatriptan,
1780,DB00998,1,DB00998,Frovatriptan,DBMET00885,Hydroxylated frovatriptan,
1781,DB00998,1,DB00998,Frovatriptan,DBMET00886,Hydroxylated N-acetyl desmethyl frovatriptan,
1782,DB00998,1,DB00998,Frovatriptan,DBMET00921,N-acetyl desmethyl frovatriptan,
1783,DB01001,1,DB01001,Albuterol,DBMET01000,Salbutamol 4-O-sulfate,
1784,DB01005,1,DB01005,Hydroxyurea,DBMET01482,Ammonia,
1785,DB01005,1,DB01005,Hydroxyurea,DBMET00137,Carbon dioxide,
1786,DB01005,1,DB01005,Hydroxyurea,DBMET03681,Hydroxylamine,
1787,DB01006,1,DB01006,Letrozole,DBMET02982,Letrozole ketone analog metabolite,BE0003336|Cytochrome P450 2A6|P11509
1788,DB01006,2,DBMET02982,Letrozole ketone analog metabolite,DBMET00376,"4,4'-methanol-bisbenzonitrile",BE0002638|Cytochrome P450 3A4|P08684||BE0003336|Cytochrome P450 2A6|P11509
1789,DB01006,3,DBMET00376,"4,4'-methanol-bisbenzonitrile",DBMET02983,Letrozole carbinol glucuronide metabolite,BE0003679|UDP-glucuronosyltransferase 2B7|P16662
1790,DB01009,1,DB01009,Ketoprofen,DBMET00589,Ketoprofen glucuronide,
1791,DB01011,1,DB01011,Metyrapone,DBMET00909,Metyrapol,
1792,DB01012,1,DB01012,Cinacalcet,DBMET00510,Hydrocinnamic acid,
1793,DB01012,1,DB01012,Cinacalcet,DBMET00869,hydroxy-hydrocinnamic acid,
1794,DB01014,1,DB01014,Balsalazide,DBMET00402,5-aminosalicylic acid,BE0000638|NADPH azoreductase|Q9FAW5
1795,DB01014,1,DB01014,Balsalazide,DBMET00725,4-aminobenzoyl-(beta)-alanine,
1796,DB01015,1,DB01015,Sulfamethoxazole,DBMET00016,5-Hydroxysulfamethoxazole,
1797,DB01015,1,DB01015,Sulfamethoxazole,DBMET00017,N-acetylsulfamethoxazole,BE0003608|Arylamine N-acetyltransferase 1|P18440||BE0003607|Arylamine N-acetyltransferase 2|P11245
1798,DB01015,1,DB01015,Sulfamethoxazole,DBMET00015,Sulfamethoxazole N4-hydroxylamine,BE0002793|Cytochrome P450 2C9|P11712
1799,DB01015,1,DB01015,Sulfamethoxazole,DBMET03017,Sulfamethoxazole N-glucuronide,
1800,DB01015,2,DBMET00016,5-Hydroxysulfamethoxazole,DBMET01048,N4-Acetyl-5-OH-sulfamethoxazole,BE0003608|Arylamine N-acetyltransferase 1|P18440||BE0003607|Arylamine N-acetyltransferase 2|P11245
1801,DB01015,2,DBMET00017,N-acetylsulfamethoxazole,DBMET01048,N4-Acetyl-5-OH-sulfamethoxazole,
1802,DB01015,2,DBMET00015,Sulfamethoxazole N4-hydroxylamine,DBMET01049,Nitroso-sulfamethoxazole,
1803,DB01015,3,DBMET01049,Nitroso-sulfamethoxazole,DBMET01050,Sulfamethoxazole GSH conjugate,
1804,DB01016,1,DB01016,Glyburide,DBMET01802,2-trans-hydroxycyclohexyl glyburide,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0003612|Cytochrome P450 3A7|P24462||BE0002362|Cytochrome P450 3A5|P20815
1805,DB01016,1,DB01016,Glyburide,DBMET01803,4-cis-hydroxycyclohexyl glyburide,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0003612|Cytochrome P450 3A7|P24462||BE0002362|Cytochrome P450 3A5|P20815
1806,DB01016,1,DB01016,Glyburide,DBMET01804,4-trans-hydroxycyclohexyl glyburide,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0003612|Cytochrome P450 3A7|P24462||BE0002362|Cytochrome P450 3A5|P20815
1807,DB01016,1,DB01016,Glyburide,DBMET01805,3-trans-Hydroxycyclohexyl glyburide,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0003612|Cytochrome P450 3A7|P24462||BE0002362|Cytochrome P450 3A5|P20815
1808,DB01016,1,DB01016,Glyburide,DBMET01806,3-cis-Hydroxycyclohexyl glyburide,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0003612|Cytochrome P450 3A7|P24462||BE0002362|Cytochrome P450 3A5|P20815
1809,DB01017,1,DB01017,Minocycline,DBMET03011,9-hydroxyminocycline,
1810,DB01017,1,DB01017,Minocycline,DBMET03012,Minocycline M3 Metabolite,
1811,DB01017,1,DB01017,Minocycline,DBMET03013,Minocycline M7 Metabolite,
1812,DB01018,1,DB01018,Guanfacine,DBMET02968,3-hydroxyguanfacine,BE0002638|Cytochrome P450 3A4|P08684
1813,DB01018,2,DBMET02968,3-hydroxyguanfacine,DBMET02969,Guanfacine 3-glucuronide,
1814,DB01018,2,DBMET02968,3-hydroxyguanfacine,DBMET02970,Guanfacine 3-sulfate,
1815,DB01020,1,DB01020,Isosorbide mononitrate,DB00435,Nitric Oxide,BE0004866|Cytochrome P450 3A Subfamily|P08684||BE0000807|Glutathione S-transferase Mu 1|P09488||BE0002204|Xanthine dehydrogenase/oxidase|P47989||BE0000009|Alcohol dehydrogenase class-3|P11766
1816,DB01020,1,DB01020,Isosorbide mononitrate,DB09401,Isosorbide,
1817,DB01020,1,DB01020,Isosorbide mononitrate,DBMET03447,Isosorbide mononitrate 2-glucuronide,
1818,DB01022,1,DB01022,Phylloquinone,DBMET03367,Hydroxyvitamin K1,BE0004727|Cytochrome P450 4F2|P78329
1819,DB01022,1,DB01022,Phylloquinone,DBMET03365,Vitamin K 5 Carbon Metabolite,
1820,DB01022,1,DB01022,Phylloquinone,DBMET03366,Vitamin K 7 Carbon Metabolite,
1821,DB01022,1,DB01022,Phylloquinone,DB12148,Menatetrenone,BE0010058|UbiA prenyltransferase domain-containing protein 1|Q9Y5Z9
1822,DB01022,2,DBMET03367,Hydroxyvitamin K1,DBMET03368,Phylloquinone carboxylic acid metabolite,
1823,DB01023,1,DB01023,Felodipine,DBMET00368,dehydrofelodipine,BE0002638|Cytochrome P450 3A4|P08684
1824,DB01024,1,DB01024,Mycophenolic acid,DBMET00662,Mycophenolic acid-acyl glucuronide,BE0003679|UDP-glucuronosyltransferase 2B7|P16662
1825,DB01024,1,DB01024,Mycophenolic acid,DBMET00767,6-O-desmethyl-mycophenolic acid,BE0002887|Cytochrome P450 2C8|P10632||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1826,DB01024,1,DB01024,Mycophenolic acid,DBMET00917,Mycophenolic acid-7-O-glucuronide,BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8||BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0004695|UDP-glucuronosyltransferase 1A7|Q9HAW7||BE0003541|UDP-glucuronosyltransferase 1A1|P22309
1827,DB01026,1,DB01026,Ketoconazole,DBMET02650,M13 (Ketoconazole),BE0002638|Cytochrome P450 3A4|P08684
1828,DB01026,1,DB01026,Ketoconazole,DBMET02651,M14 (Ketoconazole),
1829,DB01026,1,DB01026,Ketoconazole,DBMET02652,M7 (Ketoconazole),BE0002638|Cytochrome P450 3A4|P08684
1830,DB01026,1,DB01026,Ketoconazole,DBMET02653,M8 (Ketoconazole),BE0002638|Cytochrome P450 3A4|P08684
1831,DB01026,1,DB01026,Ketoconazole,DBMET02655,M9 (Ketoconazole),
1832,DB01026,1,DB01026,Ketoconazole,DBMET02660,Ketoconazole epoxide intermediate,
1833,DB01026,2,DBMET02653,M8 (Ketoconazole),DBMET02654,M6 (Ketoconazole),BE0002638|Cytochrome P450 3A4|P08684
1834,DB01026,2,DBMET02655,M9 (Ketoconazole),DBMET02656,M12 (Ketoconazole),
1835,DB01026,2,DBMET02655,M9 (Ketoconazole),DBMET02657,Ketoconazole iminium ion,
1836,DB01026,2,DBMET02655,M9 (Ketoconazole),DBMET02658,M10 (Ketoconazole),
1837,DB01026,2,DBMET02660,Ketoconazole epoxide intermediate,DBMET02661,Ketoconazole ketone intermediate,
1838,DB01026,2,DBMET02660,Ketoconazole epoxide intermediate,DBMET02665,Ketoconazole dihydroxyl intermediate,
1839,DB01026,3,DBMET02658,M10 (Ketoconazole),DBMET02659,M15 (Ketoconazole),
1840,DB01026,3,DBMET02661,Ketoconazole ketone intermediate,DBMET02662,Ketoconazole ketone hydroxyl intermediate,
1841,DB01026,3,DBMET02665,Ketoconazole dihydroxyl intermediate,DBMET02666,M5' (Ketoconazole),
1842,DB01026,3,DBMET02665,Ketoconazole dihydroxyl intermediate,DBMET02667,M3 (Ketoconazole),
1843,DB01026,4,DBMET02662,Ketoconazole ketone hydroxyl intermediate,DBMET02663,M2 (Ketoconazole),BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635
1844,DB01026,4,DBMET02662,Ketoconazole ketone hydroxyl intermediate,DBMET02664,M5 (Ketoconazole),
1845,DB01026,4,DBMET02667,M3 (Ketoconazole),DBMET02668,M4 (Ketoconazole),
