node_idx,average_mass,monoisotopic_mass,is_biotech,state_solid,state_liquid,state_gas,calc_logP,calc_logS,calc_mol_weight,calc_hbd,calc_hba,calc_rotb,calc_psa,calc_charge,calc_n_rings,calc_bioavail,calc_rule5,calc_ghose,calc_mddrl,calc_refractivity,calc_polarizability,calc_pka_acid,calc_pka_basic,exp_logP,exp_logS,exp_melting_pt,exp_boiling_pt,exp_water_sol,exp_pKa,is_withdrawn,is_investigational,is_vet_approved,is_nutraceutical,is_illicit,n_targets,n_enzymes,n_carriers,n_transporters,n_categories,n_atc_codes,n_patents,n_products,n_food_interactions,n_synonyms,atc_A,atc_B,atc_C,atc_D,atc_G,atc_H,atc_J,atc_L,atc_M,atc_N,atc_P,atc_R,atc_S,atc_V,kingdom_organic,kingdom_inorganic,sc_organoheterocyclic_compounds,sc_benzenoids,sc_organic_acids,sc_organic_acids_and_derivatives,sc_lipids_and_lipid-like_molecule,sc_organic_oxygen_compounds,sc_phenylpropanoids_and_polyketid,sc_mixed_metal_non-metal_compound,sc_organic_nitrogen_compounds,sc_alkaloids_and_derivatives
1988,0.3035106116117654,0.30494658644872896,0.0,1.0,0.0,0.0,0.367463971562218,-0.5953700215613971,0.3035106116117654,-0.26626336650843857,0.12850306369366346,-0.1063366462412602,0.19506433825554384,-0.004965795860347653,1.6381973830169043,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,0.7916418394716509,0.5154322669102679,2.737783907264376,0.8052987150274443,0.03711497906067939,-0.02751463411546361,-0.23232718095182872,-0.07771139130807232,-0.020556197540774764,-2.980927881431264,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,18.0,1.0,43.0,23.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,0.20106155020139305,0.20255228292863534,0.0,1.0,0.0,0.0,0.5083115997319744,-0.5205869404026391,0.20106155020139305,0.10759690945289764,0.40090456254915263,-0.1063366462412602,0.19506433825554384,-0.004965795860347653,1.6381973830169043,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,0.4047388412774684,0.22496618745117863,0.16832757683420005,0.26524566833473495,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,4.0,50.0,1.0,13.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,-0.8665618551808677,-0.8652019461521433,0.0,1.0,0.0,0.0,-1.4635551946446153,1.797688575518866,-0.8665618551808677,-0.26626336650843857,-0.14389843516182568,-0.7739428246070117,-0.08145832107001012,-1.1388225173063948,-0.8376221588839879,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.0534337107679328,-1.0209209776315076,-2.4324635868939044,0.13432371762135095,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,-0.1989902882032577,-0.19771091923924017,0.0,1.0,0.0,0.0,1.7655070956175782,-1.567550076625254,-0.1989902882032577,-0.6401236424697748,-0.6887014328728039,0.06056489835017766,-0.8930768027763341,1.1288909255856996,-0.21866727340876485,0.310614121258471,-2.3425100513830497,-0.6327127096901252,-0.39490031082736166,0.09106324669630904,0.17166137038092594,0.08476802137305604,1.2518360826391648,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,-0.1312662493366925,-0.13262052635055643,1.0,1.0,0.0,0.0,0.06490239993829701,-0.07188845345008964,-0.1312662493366925,-0.26626336650843857,-0.14389843516182568,-0.1063366462412602,-0.1401393665691914,-0.004965795860347653,-0.21866727340876485,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.08344384947602002,-0.08718320742631804,0.08476802137305604,0.08756587808085661,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,2.5656962015969795,2.5672578202102994,0.0,1.0,0.0,0.0,-1.160993623020694,-0.5953700215613971,2.5656962015969795,3.4723393931049236,2.3077150545375766,2.063383433447432,3.5403232550441674,1.1288909255856996,0.4002876120664582,-3.2187572328514045,-2.3425100513830497,-0.6327127096901252,2.5317565522595,2.8418269829158724,2.938994500655232,0.5391231041930262,1.5090042001118835,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,-0.4125787062830199,-0.41130854358178964,0.0,1.0,0.0,0.0,-2.0112959708603344,1.7229054943601079,-0.4125787062830199,0.10759690945289764,0.12850306369366346,-0.4401397354241359,0.5851834599912779,-1.1388225173063948,-0.21866727340876485,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.7674460896921951,-0.6373973361684181,-2.9285984474444464,-1.6448120768944574,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,5.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,-0.21144351808077777,-0.21017177180366386,0.0,1.0,0.0,0.0,2.1098012978103156,-0.6701531027201557,-0.21144351808077777,0.10759690945289764,-0.6887014328728039,0.06056489835017766,-0.5417436554988826,-0.004965795860347653,-0.21866727340876485,0.310614121258471,-2.3425100513830497,-0.6327127096901252,-0.39490031082736166,0.0713902128898252,0.0867350516588286,-0.022292659061534183,-2.065632632758906,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,39.0,24.0,0.0,4.0,59.0,1.0,33.0,21.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1996,0.7841039593915974,0.7834880517099139,0.0,1.0,0.0,0.0,1.6559589403744344,-1.417983914307738,0.7841039593915974,0.4814571854142339,0.9457075602601309,0.5612695321244913,0.2713810776427144,1.1288909255856996,1.0192424975416812,-3.2187572328514045,-2.3425100513830497,-0.6327127096901252,2.5317565522595,1.0792688800312626,1.124823777315106,0.6174601874378488,1.6212230150090698,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,1.8554642545004492,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,28.0,1.0,14.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,-0.3148894915942063,-0.31727758327197303,0.0,1.0,0.0,0.0,0.998670008915571,-0.8197192650376716,-0.3148894915942063,-0.26626336650843857,-0.41629993401731485,-0.27323819083269807,-0.4655524370646515,-1.1388225173063948,-0.21866727340876485,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,-0.4391978774766032,-0.37719755114752357,-1.4428051019009813,-1.8786012745969292,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,1.674358724536686,1.6754669314471464,0.0,1.0,0.0,0.0,1.2021165829385525,-1.7171162389427705,1.674358724536686,0.4814571854142339,0.6733060614046418,2.397186522630308,0.6828387613781507,-0.004965795860347653,1.6381973830169043,-3.2187572328514045,-2.3425100513830497,-0.6327127096901252,2.5317565522595,2.1290438228716932,2.122708022299752,1.296381575559643,0.8310155267747162,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.02054948782669856,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,32.0,6.0,37.0,39.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,-0.1312662493366925,-0.13262052635055643,1.0,0.0,1.0,0.0,0.06490239993829701,-0.07188845345008964,-0.1312662493366925,-0.26626336650843857,-0.14389843516182568,-0.1063366462412602,-0.1401393665691914,-0.004965795860347653,-0.21866727340876485,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.08344384947602002,-0.08718320742631804,0.08476802137305604,0.08756587808085661,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,-0.1312662493366925,-0.13262052635055643,1.0,1.0,0.0,0.0,0.06490239993829701,-0.07188845345008964,-0.1312662493366925,-0.26626336650843857,-0.14389843516182568,-0.1063366462412602,-0.1401393665691914,-0.004965795860347653,-0.21866727340876485,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.08344384947602002,-0.08718320742631804,0.08476802137305604,0.08756587808085661,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,-0.27689243192854474,-0.2759018872160443,0.0,1.0,0.0,0.0,1.2803652652550837,-1.0440685085139467,-0.27689243192854474,-0.26626336650843857,-0.6887014328728039,-0.4401397354241359,-0.8579309359532951,1.1288909255856996,0.4002876120664582,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,-0.0109450767447183,-0.06821030643521106,0.08476802137305604,1.3360001938120545,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,33.0,1.0,11.0,63.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,-0.40808034470324644,-0.4067033807108745,0.0,1.0,0.0,0.0,-0.6289025832682809,0.6759423581374927,-0.40808034470324644,-0.26626336650843857,0.12850306369366346,-0.1063366462412602,-0.5103634172640263,1.1288909255856996,-0.21866727340876485,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,-0.3617808462936806,-0.3288618271939893,0.08476802137305604,1.4201643049849446,-0.047298800525434795,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,-5.2043699036549045,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,-0.21968030004701156,-0.21841409965262917,0.0,1.0,0.0,0.0,0.33094791981450344,-0.8197192650376716,-0.21968030004701156,-0.26626336650843857,-0.6887014328728039,-0.9408443691984495,-0.5814082766277411,-0.004965795860347653,1.0192424975416812,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,-0.05247703700285092,0.015360805073236053,1.8421299221652394,-1.13047584194902,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.02054948782669856,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,15.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2004,-0.493957785252982,-0.49266363687832077,0.0,1.0,0.0,0.0,0.24748265867686994,-0.2214546157676059,-0.493957785252982,-0.26626336650843857,-0.6887014328728039,-0.27323819083269807,-0.5684796184749803,-0.004965795860347653,0.4002876120664582,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,-0.4419302432830594,-0.40249475246899935,1.70373440843272,-1.0135812430977842,-0.007252673008472774,-0.02751463411546361,-0.023558811057922718,1.179689866762448,-0.02048031551663462,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,1.0,35.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,-0.9811168615148267,-0.9797335735510193,0.0,1.0,0.0,0.0,-1.2496754629794296,3.1587406526082655,-0.9811168615148267,-0.26626336650843857,-0.41629993401731485,-0.4401397354241359,-0.2919569591494263,-1.1388225173063948,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.0924154629400395,-1.205680894425858,-1.246962393788925,-1.2941282803407501,-0.01387901065516433,-0.02751463411546361,-0.27627841671896686,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,12.0,2.0,62.0,17.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,0.3322159601923036,0.33374330834680704,0.0,1.0,0.0,0.0,0.03360292701168444,-0.6701531027201557,0.3322159601923036,0.10759690945289764,0.9457075602601309,-0.1063366462412602,0.247657617537163,1.1288909255856996,1.6381973830169043,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,0.5985546558154206,0.5990033784187146,0.5547905208419909,1.3383380857890792,-0.04873930870949818,-0.02751463411546361,1.0202830384116073,3.551960504029235,-0.01986468195706555,-0.0109286838624597,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,24.0,1.0,6.0,42.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,0.27881579139335777,0.280327127450016,0.0,1.0,0.0,0.0,0.34659765627780986,-0.2962376969263642,0.27881579139335777,-0.26626336650843857,-0.14389843516182568,-0.27323819083269807,-0.01932544936499456,-0.004965795860347653,1.6381973830169043,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,0.4174898817075969,0.3333827645432183,0.1944399379158079,-0.9434444837870428,-0.01387901065516433,-0.02751463411546361,0.3060754571956131,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,41.0,1.0,17.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,0.7429404780871305,0.7424087508826328,0.0,1.0,0.0,0.0,-0.2324425928645221,-0.8945023461964302,0.7429404780871305,0.4814571854142339,0.6733060614046418,0.06056489835017766,0.6653913489195704,-0.004965795860347653,1.0192424975416812,0.310614121258471,-2.3425100513830497,-0.6327127096901252,2.5317565522595,0.8293484876007449,0.8980524368975903,0.39811635435234605,0.7468514156018264,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,-0.5789613172772584,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,1.0,3.0,81.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,0.2548416895969956,0.2561314783817025,0.0,1.0,0.0,0.0,0.4300629174154431,-2.9136455374829024,0.2548416895969956,-0.26626336650843857,-0.6887014328728039,0.39436798753305335,-0.6798167037322504,1.1288909255856996,1.6381973830169043,0.310614121258471,0.42680348322782885,-0.6327127096901252,2.5317565522595,0.8586758805900405,0.6319800872842102,0.9987006592293177,-1.598054237353963,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,13.0,3.0,24.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,-0.1312662493366925,-0.13262052635055643,1.0,1.0,0.0,0.0,0.06490239993829701,-0.07188845345008964,-0.1312662493366925,-0.26626336650843857,-0.14389843516182568,-0.1063366462412602,-0.1401393665691914,-0.004965795860347653,-0.21866727340876485,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.08344384947602002,-0.08718320742631804,0.08476802137305604,0.08756587808085661,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.24775299083141242,0.24734417553256738,0.0,1.0,0.0,0.0,0.5083115997319744,-0.9692854273551882,0.24775299083141242,0.4814571854142339,-0.14389843516182568,0.06056489835017766,0.4010442220291407,-0.004965795860347653,1.0192424975416812,0.310614121258471,0.42680348322782885,1.5801665339015234,2.5317565522595,0.3205819744386207,0.26471893238492655,0.8237478399825476,0.529427461738528,0.01781216939423006,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,-1.9178953817549984,0.0,1.0,0.0,0.0,0.0,10.0,8.0,0.0,8.0,44.0,1.0,10.0,31.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,0.7084767363998419,0.7100078479846924,0.0,1.0,0.0,0.0,0.8578223807458145,-0.5205869404026391,0.7084767363998419,0.10759690945289764,0.40090456254915263,0.39436798753305335,0.13305698750346776,1.1288909255856996,1.6381973830169043,0.310614121258471,-2.3425100513830497,-0.6327127096901252,2.5317565522595,1.174719525536795,1.0100828998926976,0.42945118765027485,0.9572616935340508,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,12.0,5.0,1.0,3.0,17.0,1.0,6.0,35.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.08264146661542145,0.08408294908450133,0.0,1.0,0.0,0.0,-0.018562861199336495,-0.14667153460884794,0.08264146661542145,0.8553174613755701,0.40090456254915263,0.22746644294161553,0.2062357030671527,1.1288909255856996,0.4002876120664582,0.310614121258471,0.42680348322782885,1.5801665339015234,2.5317565522595,0.22385622489007523,0.22180403728599446,0.0012084659119125098,1.5674514995375013,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,23.0,2.0,26.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,-0.11348873254483834,-0.112094171034378,0.0,1.0,0.0,0.0,1.003886587736673,-0.5953700215613971,-0.11348873254483834,-0.26626336650843857,0.12850306369366346,1.061974165898805,-0.13543233083396297,-0.004965795860347653,-0.8376221588839879,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,0.03477651108331348,0.14139507594273185,1.990970380330402,-1.2006126012597615,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,0.49113845795866606,0.48886707198226254,0.0,1.0,0.0,0.0,0.6961084372916497,-1.567550076625254,0.49113845795866606,0.8553174613755701,0.40090456254915263,1.7295803442645563,0.09489861780988257,1.1288909255856996,-0.21866727340876485,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,0.6280642065251464,0.7787942020963469,0.23621971564637942,1.464584252548414,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,22.0,3.0,24.0,46.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,0.41826581750740366,0.4197145453154652,0.0,1.0,0.0,0.0,0.5813437032274037,-0.6701531027201557,0.41826581750740366,-0.6401236424697748,0.40090456254915263,0.7281710767159291,-0.29057622866709265,1.1288909255856996,1.0192424975416812,0.310614121258471,0.42680348322782885,-0.6327127096901252,2.5317565522595,0.7085779189553857,0.8189986827679782,0.08476802137305604,1.4575705766173397,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,3.0,4.0,129.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,-0.23210084428180833,-0.23078308183895058,0.0,1.0,0.0,0.0,0.8995550113146311,-0.2214546157676059,-0.23210084428180833,-0.6401236424697748,-0.41629993401731485,0.22746644294161553,-0.6693984646382782,1.1288909255856996,0.4002876120664582,0.310614121258471,0.42680348322782885,1.5801665339015234,2.5317565522595,0.19944709035240074,-0.03658880478336642,0.08476802137305604,1.4318537648700678,-0.01387901065516433,-0.02751463411546361,1.6465881480933253,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,5.0,0.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,-0.41613735563450277,-0.41479692217102854,0.0,1.0,0.0,0.0,0.7743571196081811,0.6011592769787344,-0.41613735563450277,-0.26626336650843857,-0.41629993401731485,0.5612695321244913,-0.5278108297226064,1.1288909255856996,-0.8376221588839879,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,-0.26305136182040045,-0.20463449927602748,0.08476802137305604,1.2354708387999918,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0,5.0,14.0,136.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,-0.8253938796005266,-0.8241226435787884,0.0,1.0,0.0,0.0,0.31529818335119725,1.0498577639312838,-0.8253938796005266,-0.26626336650843857,-0.6887014328728039,-0.4401397354241359,-0.6798167037322504,-0.004965795860347653,-0.8376221588839879,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,-0.834662288531015,-0.8370645323129241,0.18921746569948605,-1.8786012745969292,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
